"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"A1CF",2241.0474589143,0.449930514563728,0.227377710865337,1.97878021047628,0.0478407575144971,0.992884993870414
"AAAS",318.419613749137,0.0769189484074777,0.217644058306502,0.353416256827719,0.723776400001852,0.992884993870414
"AACS",1172.13486505767,-0.15489062964464,0.248664573959072,-0.622889811679139,0.533356933647975,0.992884993870414
"AADAC",5943.39875261841,-0.136978951936073,0.227350389651574,-0.602501505038104,0.546840361662533,0.992884993870414
"AADAT",1063.62913240662,-0.14964505160947,0.255771114835096,-0.585074087454915,0.558497901537256,0.992884993870414
"AAED1",443.191282199593,-0.00146326090749453,0.217674299546636,-0.00672224929880172,0.994636461465813,0.99900692942884
"AAGAB",458.100314719865,0.0554287689439275,0.198245805181656,0.279596175531367,0.779787341610592,0.992884993870414
"AAK1",79.6831519868712,0.271159351858621,0.256542822101706,1.05697500961894,0.290522992849038,0.992884993870414
"AAMDC",271.144547198438,-0.195155874487223,0.223123210014853,-0.874655193756992,0.381761546529776,0.992884993870414
"AAMP",3030.83530916823,-0.116750958418599,0.196596305161109,-0.593861407125241,0.552604813346113,0.992884993870414
"AAR2",446.502153424713,0.108826950626517,0.166029843768307,0.655466199067101,0.512167641932566,0.992884993870414
"AARS",2716.50344368564,-0.256350555462875,0.244293411736745,-1.04935517352029,0.294014681301475,0.992884993870414
"AARS2",385.045980274426,-0.0286586999705093,0.241143287446922,-0.118845107711395,0.905398071116792,0.99519384063745
"AARSD1",420.904849974106,-0.125831130196115,0.200424598240403,-0.627822788723689,0.530120035700254,0.992884993870414
"AASDHPPT",556.106220982332,-0.0065555839148404,0.22356684045411,-0.0293227023360203,0.97660722083973,0.997195666853198
"AASS",3811.62466244652,-0.166232129760508,0.225393774695671,-0.73751872688124,0.460806959210026,0.992884993870414
"AATF",239.729964343286,-0.288780220103589,0.200483902254759,-1.44041599777238,0.149749740255717,0.992884993870414
"ABAT",8215.97767766062,0.159632158900783,0.232261599472415,0.687294668009649,0.491897058175691,0.992884993870414
"ABCA1",3366.79778496126,0.448433930960769,0.211282309050049,2.12243955954942,0.0338008431377245,0.992884993870414
"ABCA2",1602.25514653772,0.128477778183367,0.214331970160363,0.599433570676551,0.548883796007473,0.992884993870414
"ABCA3",3160.38167948306,0.457030132513291,0.253873810340526,1.80022559987683,0.0718250231659436,0.992884993870414
"ABCA5",333.544062507231,-0.0133571555698435,0.254546458952331,-0.0524743326810328,0.958150746703696,0.996024323704191
"ABCA6",3134.35890977014,0.355320435914994,0.209876139529676,1.69300062747129,0.0904553477717921,0.992884993870414
"ABCA8",3439.65854038892,0.370797787524086,0.23225966065362,1.59647950264198,0.110381778512736,0.992884993870414
"ABCB1",1694.70882265707,0.465956950017711,0.251974488689319,1.84922272267106,0.0644256589512529,0.992884993870414
"ABCB10",396.554530128527,-0.133696169833053,0.244387412232725,-0.547066514644121,0.584333036244913,0.992884993870414
"ABCB11",14080.7855667007,0.232337975600447,0.239522125419341,0.970006320684086,0.332043341558204,0.992884993870414
"ABCB4",7115.53939759843,0.0684130580972771,0.198377729880128,0.34486259187771,0.730197674653288,0.992884993870414
"ABCB6",1896.37847298309,0.325669236581778,0.226332669599609,1.43889628111531,0.15017991135605,0.992884993870414
"ABCB7",1033.05337791274,-0.173729846057001,0.215866941268245,-0.8048006102107,0.420934749488688,0.992884993870414
"ABCB8",785.282233900339,0.0331196290636336,0.223993276327115,0.147859925113406,0.882453315620704,0.993321622967653
"ABCC1",218.475505303477,-0.491064115112564,0.254532957710092,-1.92927516943356,0.0536967106162636,0.992884993870414
"ABCC10",131.333784390539,-0.0358151099564259,0.214799859418869,-0.166737120095526,0.867576896749625,0.993269973326496
"ABCC2",14116.9740423293,0.143888314658019,0.237208861456135,0.606589120552847,0.544123622064015,0.992884993870414
"ABCC3",9737.23925344212,0.103942923897634,0.248403774483795,0.418443415820216,0.67562294921963,0.992884993870414
"ABCC4",2447.45294926006,-0.114331472996433,0.239737872656771,-0.476902008553818,0.633431901657239,0.992884993870414
"ABCC5",866.533928248936,0.283167142794198,0.256580387326649,1.1036195936274,0.26975818805933,0.992884993870414
"ABCC6",1960.60579008927,0.0505253707233448,0.240187602568322,0.210357945968393,0.833388312527241,0.992884993870414
"ABCC9",618.456375796148,0.319873727053766,0.251015910827722,1.27431654033,0.202551256930247,0.992884993870414
"ABCD1",606.201354197843,-0.325626292165781,0.249406694656498,-1.30560365516354,0.191687376698319,0.992884993870414
"ABCD3",7166.57030045006,-0.0216040081304078,0.239893582835895,-0.0900566320908486,0.92824221170613,0.99519384063745
"ABCD4",161.384943553842,-0.0110346822573484,0.240941877413303,-0.0457981085555331,0.963471166384691,0.996415976007109
"ABCE1",1608.55130887815,0.00988766979420482,0.188424517421054,0.0524754948535162,0.958149820700022,0.996024323704191
"ABCF1",1390.40884206753,-0.0861644227567973,0.174366693040536,-0.494156431221449,0.621195706784491,0.992884993870414
"ABCF2",872.346141784302,0.140490303169978,0.17060433659281,0.823486119847547,0.410231607196254,0.992884993870414
"ABCG1",279.408425426405,0.156154496085089,0.227458822054944,0.686517650422759,0.492386737914301,0.992884993870414
"ABCG2",2190.73972131812,-0.296815645034026,0.248024634762289,-1.19671840387347,0.231416331256087,0.992884993870414
"ABCG5",3299.27753081861,0.193876810189652,0.245527467715824,0.789633893076465,0.429741608455674,0.992884993870414
"ABCG8",2444.09619782927,0.089761797422916,0.228482062434934,0.392861463461614,0.69442180551134,0.992884993870414
"ABHD10",184.658054129756,0.426136381758757,0.241048450228454,1.76784534957551,0.0770867611570973,0.992884993870414
"ABHD11",565.561202498127,0.0605365194090676,0.223829015719816,0.270458766100486,0.786807335095951,0.992884993870414
"ABHD12",691.782671621421,-0.34828824225271,0.208451804898656,-1.67083342080938,0.0947545852301207,0.992884993870414
"ABHD13",372.926340451318,-0.129220483914084,0.190847600075165,-0.677087287779307,0.498350574003794,0.992884993870414
"ABHD14A",206.744508209251,0.509429536628629,0.253310267664375,2.01108917268053,NA,NA
"ABHD14B",2467.67117849747,-0.221408364160791,0.224870831787068,-0.984602415534466,0.324819402703271,0.992884993870414
"ABHD15",341.01874735776,0.0101736970026622,0.243419603378212,0.0417948959799052,0.96666220387749,0.996672464975831
"ABHD16A",655.261169243645,-0.142673592267954,0.205858121742465,-0.693067589757006,0.488267135865386,0.992884993870414
"ABHD17A",789.949650516935,-0.265341439788421,0.179293246400852,-1.47992991992118,0.138891949949806,0.992884993870414
"ABHD17B",247.096579017104,0.147338987775816,0.205082439124598,0.718437855550858,0.472487352543787,0.992884993870414
"ABHD17C",923.013122478303,-0.115701030970147,0.238618691615085,-0.484878322762678,0.627762660013174,0.992884993870414
"ABHD18",316.507223765478,0.373822673494004,0.255154418363942,1.46508406905499,0.142897982548407,0.992884993870414
"ABHD2",10184.4498266017,0.395523702079771,0.253609430786669,1.55957805217613,0.118859626438161,0.992884993870414
"ABHD3",1672.30628286546,0.0998511286540245,0.248167538556237,0.402353705222399,0.687423735493937,0.992884993870414
"ABHD4",1774.34634262726,-0.167525142348792,0.223808179553232,-0.748521089279254,0.454145909345759,0.992884993870414
"ABHD5",800.820692544558,-0.131331871145611,0.19766305643305,-0.664422950426724,0.50641964790353,0.992884993870414
"ABHD6",554.216241569809,0.270815771293368,0.250025462917668,1.08315276425484,0.27874062201392,0.992884993870414
"ABHD8",86.6641161769397,0.109061768232193,0.238232941795437,0.457794658497902,0.647099973713296,0.992884993870414
"ABI1",920.237733614044,0.0538632591651513,0.200615206331251,0.268490410822665,0.788321855055572,0.992884993870414
"ABI2",253.876827402553,0.367991701343114,0.251989967003603,1.46034267045978,0.144195920310675,0.992884993870414
"ABI3",146.059912593357,-0.174195988842925,0.242653564550964,-0.717879373275553,0.472831667092403,0.992884993870414
"ABL1",764.318206390824,0.348587897839443,0.222127521467331,1.56931430890121,0.116574719805203,0.992884993870414
"ABL2",328.965772830859,0.292878873199606,0.201783296426573,1.45145251557619,0.146653895470769,0.992884993870414
"ABLIM1",1089.43617075454,0.448091103888209,0.235847033064988,1.89992258145022,0.0574432801417011,0.992884993870414
"ABLIM3",435.917891250548,-0.00661611138577001,0.247809043648808,-0.0266984258861282,0.978700268646963,0.997195666853198
"ABR",528.71197528669,-0.327452231786058,0.256216337311168,-1.27803025842328,0.201238757485804,0.992884993870414
"ABRACL",246.911175807832,-0.0900592075061408,0.210429787034249,-0.427977468282487,0.668667524720756,0.992884993870414
